,text,image_paths
6136,street has no sidewalks,./data/final_images/6136.jpg
6137,street has no sidewalks,./data/final_images/6137.jpg
6138,cracks grass narrow sidewalk,./data/final_images/6138.jpg
6139,street has no sidewalks,./data/final_images/6139.jpg
6140,street has no sidewalks,./data/final_images/6140.jpg
6141,street has no sidewalks,./data/final_images/6141.jpg
6142,grass,./data/final_images/6142.jpg
6143,street has a sidewalk,./data/final_images/6143.jpg
6144,street has a sidewalk,./data/final_images/6144.jpg
6145,cracks grass,./data/final_images/6145.jpg
6146,grass,./data/final_images/6146.jpg
6147,street has a sidewalk,./data/final_images/6147.jpg
6148,bumpy grass,./data/final_images/6148.jpg
6149,street has a sidewalk,./data/final_images/6149.jpg
6150,cracks grass,./data/final_images/6150.jpg
6151,missing tactile warning,./data/final_images/6151.jpg
6152,surface problem,./data/final_images/6152.jpg
6153,grass narrow sidewalk,./data/final_images/6153.jpg
6154,cracks grass narrow sidewalk,./data/final_images/6154.jpg
6155,grass,./data/final_images/6155.jpg
6156,grass narrow sidewalk,./data/final_images/6156.jpg
6157,missing tactile warning,./data/final_images/6157.jpg
6158,missing tactile warning,./data/final_images/6158.jpg
6159,missing tactile warning,./data/final_images/6159.jpg
6160,missing tactile warning,./data/final_images/6160.jpg
6161,cracks,./data/final_images/6161.jpg
6162,street has a sidewalk,./data/final_images/6162.jpg
6163,parked car,./data/final_images/6163.jpg
6164,cracks,./data/final_images/6164.jpg
6165,grass narrow sidewalk,./data/final_images/6165.jpg
6166,cracks,./data/final_images/6166.jpg
6167,grass,./data/final_images/6167.jpg
6168,bumpy uneven slanted,./data/final_images/6168.jpg
6169,cracks uneven slanted,./data/final_images/6169.jpg
6170,ends abruptly,./data/final_images/6170.jpg
6171,cracks grass very broken,./data/final_images/6171.jpg
6172,cracks grass very broken,./data/final_images/6172.jpg
6173,cracks grass,./data/final_images/6173.jpg
6174,cracks grass,./data/final_images/6174.jpg
6175,cracks grass height difference,./data/final_images/6175.jpg
6176,cracks grass,./data/final_images/6176.jpg
6177,narrow,./data/final_images/6177.jpg
6178,narrow,./data/final_images/6178.jpg
6179,narrow,./data/final_images/6179.jpg
6180,narrow,./data/final_images/6180.jpg
6181,trash recycling can,./data/final_images/6181.jpg
6182,cracks,./data/final_images/6182.jpg
6183,cracks,./data/final_images/6183.jpg
6184,cracks grass,./data/final_images/6184.jpg
6185,bumpy cracks,./data/final_images/6185.jpg
6186,cracks grass,./data/final_images/6186.jpg
6187,cracks grass very broken,./data/final_images/6187.jpg
6188,cracks grass very broken,./data/final_images/6188.jpg
6189,missing tactile warning points into traffic steep,./data/final_images/6189.jpg
6190,missing tactile warning points into traffic steep surface problem,./data/final_images/6190.jpg
6191,missing tactile warning points into traffic surface problem,./data/final_images/6191.jpg
6192,missing tactile warning points into traffic,./data/final_images/6192.jpg
6193,cracks grass,./data/final_images/6193.jpg
6194,bumpy cracks uneven slanted,./data/final_images/6194.jpg
6195,missing tactile warning,./data/final_images/6195.jpg
6196,missing tactile warning surface problem,./data/final_images/6196.jpg
6197,missing tactile warning surface problem,./data/final_images/6197.jpg
6198,missing tactile warning,./data/final_images/6198.jpg
6199,missing tactile warning,./data/final_images/6199.jpg
6200,missing tactile warning,./data/final_images/6200.jpg
6201,litter garbage,./data/final_images/6201.jpg
6202,missing tactile warning not level with street,./data/final_images/6202.jpg
6203,missing tactile warning surface problem,./data/final_images/6203.jpg
6204,cracks uneven slanted,./data/final_images/6204.jpg
6205,cracks,./data/final_images/6205.jpg
6206,grass,./data/final_images/6206.jpg
6207,grass,./data/final_images/6207.jpg
6208,missing tactile warning not level with street surface problem,./data/final_images/6208.jpg
6209,missing tactile warning surface problem,./data/final_images/6209.jpg
6210,missing tactile warning surface problem,./data/final_images/6210.jpg
6211,missing tactile warning narrow not enough landing space surface problem,./data/final_images/6211.jpg
6212,when open gate can obstruct sidewalk trash recycling can,./data/final_images/6212.jpg
6213,cracks,./data/final_images/6213.jpg
6214,cracks,./data/final_images/6214.jpg
6215,cracks,./data/final_images/6215.jpg
6216,very broken,./data/final_images/6216.jpg
6217,surface problem,./data/final_images/6217.jpg
6218,bumpy cracks sand gravel,./data/final_images/6218.jpg
6219,missing tactile warning,./data/final_images/6219.jpg
6220,missing tactile warning,./data/final_images/6220.jpg
6221,paint fading,./data/final_images/6221.jpg
6222,missing tactile warning,./data/final_images/6222.jpg
6223,alternate route present,./data/final_images/6223.jpg
6224,street has a sidewalk,./data/final_images/6224.jpg
6225,shared pedestrian car space street has a sidewalk,./data/final_images/6225.jpg
6226,missing tactile warning,./data/final_images/6226.jpg
6227,alternate route present,./data/final_images/6227.jpg
6228,grass,./data/final_images/6228.jpg
6229,bumpy grass sand gravel,./data/final_images/6229.jpg
6230,grass,./data/final_images/6230.jpg
6231,grass,./data/final_images/6231.jpg
6232,grass sand gravel uneven slanted,./data/final_images/6232.jpg
6233,surface problem,./data/final_images/6233.jpg
6234,surface problem,./data/final_images/6234.jpg
6235,parked car,./data/final_images/6235.jpg
6236,ends abruptly,./data/final_images/6236.jpg
6237,bumpy sand gravel,./data/final_images/6237.jpg
6238,street has a sidewalk,./data/final_images/6238.jpg
6239,missing tactile warning,./data/final_images/6239.jpg
6240,paint fading,./data/final_images/6240.jpg
6241,missing tactile warning,./data/final_images/6241.jpg
6242,paint fading,./data/final_images/6242.jpg
6243,missing tactile warning,./data/final_images/6243.jpg
6244,surface problem,./data/final_images/6244.jpg
6245,cracks grass,./data/final_images/6245.jpg
6246,grass,./data/final_images/6246.jpg
6247,grass,./data/final_images/6247.jpg
6248,missing tactile warning,./data/final_images/6248.jpg
6249,missing tactile warning,./data/final_images/6249.jpg
6250,missing tactile warning surface problem,./data/final_images/6250.jpg
6251,missing tactile warning debris pooled water surface problem,./data/final_images/6251.jpg
6252,missing tactile warning debris pooled water surface problem,./data/final_images/6252.jpg
6253,uneven slanted,./data/final_images/6253.jpg
6254,grass,./data/final_images/6254.jpg
6255,ends abruptly street has a sidewalk,./data/final_images/6255.jpg
6256,cracks uneven slanted very broken,./data/final_images/6256.jpg
6257,ends abruptly street has no sidewalks,./data/final_images/6257.jpg
6258,street has a sidewalk,./data/final_images/6258.jpg
6259,bumpy cracks grass uneven slanted,./data/final_images/6259.jpg
6260,cracks grass,./data/final_images/6260.jpg
6261,grass uneven slanted,./data/final_images/6261.jpg
6262,street has a sidewalk,./data/final_images/6262.jpg
6263,vegetation,./data/final_images/6263.jpg
6264,grass,./data/final_images/6264.jpg
6265,missing tactile warning surface problem,./data/final_images/6265.jpg
6266,surface problem,./data/final_images/6266.jpg
6267,missing tactile warning surface problem,./data/final_images/6267.jpg
6268,surface problem,./data/final_images/6268.jpg
6269,parked car,./data/final_images/6269.jpg
6270,grass,./data/final_images/6270.jpg
6271,cracks grass,./data/final_images/6271.jpg
6272,sand gravel uneven slanted,./data/final_images/6272.jpg
6273,grass very broken,./data/final_images/6273.jpg
6274,cracks grass uneven slanted,./data/final_images/6274.jpg
6275,alternate route present,./data/final_images/6275.jpg
6276,vegetation,./data/final_images/6276.jpg
6277,vegetation,./data/final_images/6277.jpg
6278,narrow,./data/final_images/6278.jpg
6279,vegetation,./data/final_images/6279.jpg
6280,parked car,./data/final_images/6280.jpg
6281,bumpy cracks grass,./data/final_images/6281.jpg
6282,bumpy cracks grass uneven slanted,./data/final_images/6282.jpg
6283,vegetation,./data/final_images/6283.jpg
6284,trash recycling can,./data/final_images/6284.jpg
6285,vegetation,./data/final_images/6285.jpg
6286,vegetation,./data/final_images/6286.jpg
6287,surface problem,./data/final_images/6287.jpg
6288,parked car,./data/final_images/6288.jpg
6289,ends abruptly,./data/final_images/6289.jpg
6290,gravel dirt road street has no sidewalks,./data/final_images/6290.jpg
6291,ends abruptly,./data/final_images/6291.jpg
6292,grass,./data/final_images/6292.jpg
6293,grass,./data/final_images/6293.jpg
6294,grass,./data/final_images/6294.jpg
6295,grass,./data/final_images/6295.jpg
6296,missing tactile warning not level with street,./data/final_images/6296.jpg
6297,missing tactile warning not level with street,./data/final_images/6297.jpg
6298,not level with street surface problem,./data/final_images/6298.jpg
6299,narrow not level with street surface problem,./data/final_images/6299.jpg
6300,narrow not level with street surface problem,./data/final_images/6300.jpg
6301,parked car,./data/final_images/6301.jpg
6302,cracks grass narrow sidewalk sand gravel very broken,./data/final_images/6302.jpg
6303,cracks very broken,./data/final_images/6303.jpg
6304,bumpy cracks uneven slanted very broken,./data/final_images/6304.jpg
6305,parked car,./data/final_images/6305.jpg
6306,parked car,./data/final_images/6306.jpg
6307,ends abruptly,./data/final_images/6307.jpg
6308,alternate route present,./data/final_images/6308.jpg
6309,not level with street surface problem,./data/final_images/6309.jpg
6310,surface problem,./data/final_images/6310.jpg
6311,surface problem,./data/final_images/6311.jpg
6312,grass narrow sidewalk,./data/final_images/6312.jpg
6313,bumpy cracks grass,./data/final_images/6313.jpg
6314,bumpy cracks grass,./data/final_images/6314.jpg
6315,ends abruptly,./data/final_images/6315.jpg
6316,cracks grass,./data/final_images/6316.jpg
6317,cracks grass,./data/final_images/6317.jpg
6318,uneven slanted,./data/final_images/6318.jpg
6319,sidewalk ends ends abruptly street has a sidewalk,./data/final_images/6319.jpg
6320,bumpy cracks grass,./data/final_images/6320.jpg
6321,sidewalk ends but it is at the end of a neighborhood ends abruptly gravel dirt road street has a sidewalk,./data/final_images/6321.jpg
6322,height difference,./data/final_images/6322.jpg
6323,shrubs growing over sidewalk narrowing it vegetation,./data/final_images/6323.jpg
6324,no alternate route,./data/final_images/6324.jpg
6325,grass,./data/final_images/6325.jpg
6326,cracks grass,./data/final_images/6326.jpg
6327,grass,./data/final_images/6327.jpg
6328,cracks grass,./data/final_images/6328.jpg
6329,bumpy cracks grass,./data/final_images/6329.jpg
6330,no curb ramp at entrance to alley also has vegetation between crack no alternate route,./data/final_images/6330.jpg
6331,missing curb ramp entering alley extremely overgrown with grass and cracks no alternate route,./data/final_images/6331.jpg
6332,cracks very broken,./data/final_images/6332.jpg
6333,grass,./data/final_images/6333.jpg
6334,grass,./data/final_images/6334.jpg
6335,missing curb ramp entering alley extremely overgrown with grass and cracks no alternate route,./data/final_images/6335.jpg
6336,very overgrown sidewalk curb entering alley no ramp no alternate route,./data/final_images/6336.jpg
6337,grass,./data/final_images/6337.jpg
6338,grass,./data/final_images/6338.jpg
6339,grass,./data/final_images/6339.jpg
6340,grass,./data/final_images/6340.jpg
6341,grass height difference,./data/final_images/6341.jpg
6342,grass uneven slanted,./data/final_images/6342.jpg
6343,cracks grass,./data/final_images/6343.jpg
6344,grass,./data/final_images/6344.jpg
6345,grass,./data/final_images/6345.jpg
6346,grass height difference,./data/final_images/6346.jpg
6347,sidewalk depressed at seam filled with debris grass narrow sidewalk uneven slanted,./data/final_images/6347.jpg
6348,grass uneven slanted,./data/final_images/6348.jpg
6349,grass,./data/final_images/6349.jpg
6350,grass,./data/final_images/6350.jpg
6351,cracks grass,./data/final_images/6351.jpg
6352,cracks grass very broken,./data/final_images/6352.jpg
6353,cracks grass,./data/final_images/6353.jpg
6354,grass,./data/final_images/6354.jpg
6355,grass,./data/final_images/6355.jpg
6356,grass,./data/final_images/6356.jpg
6357,grass,./data/final_images/6357.jpg
6358,height difference,./data/final_images/6358.jpg
6359,cracks grass,./data/final_images/6359.jpg
6360,uneven slanted,./data/final_images/6360.jpg
6361,grass,./data/final_images/6361.jpg
6362,grass,./data/final_images/6362.jpg
6363,cracks grass,./data/final_images/6363.jpg
6364,grass,./data/final_images/6364.jpg
6365,grass,./data/final_images/6365.jpg
6366,grass,./data/final_images/6366.jpg
6367,uneven slanted,./data/final_images/6367.jpg
6368,grass uneven slanted,./data/final_images/6368.jpg
6369,cracks grass,./data/final_images/6369.jpg
6370,cracks grass,./data/final_images/6370.jpg
6371,cracks grass,./data/final_images/6371.jpg
6372,no alternate route,./data/final_images/6372.jpg
6373,no alternate route,./data/final_images/6373.jpg
6374,cracks grass,./data/final_images/6374.jpg
6375,no alternate route,./data/final_images/6375.jpg
6376,no alternate route,./data/final_images/6376.jpg
6377,cracks grass very broken,./data/final_images/6377.jpg
6378,grass,./data/final_images/6378.jpg
6379,grass,./data/final_images/6379.jpg
6380,cracks grass,./data/final_images/6380.jpg
6381,cracks grass,./data/final_images/6381.jpg
6382,cracks grass,./data/final_images/6382.jpg
6383,no alternate route,./data/final_images/6383.jpg
6384,grass narrow sidewalk,./data/final_images/6384.jpg
6385,no alternate route,./data/final_images/6385.jpg
6386,grass,./data/final_images/6386.jpg
6387,bumpy,./data/final_images/6387.jpg
6388,cracks grass,./data/final_images/6388.jpg
6389,parked car,./data/final_images/6389.jpg
6390,unclear if needed,./data/final_images/6390.jpg
6391,height difference,./data/final_images/6391.jpg
6392,grass,./data/final_images/6392.jpg
6393,grass,./data/final_images/6393.jpg
6394,ends abruptly street has no sidewalks,./data/final_images/6394.jpg
6395,pole,./data/final_images/6395.jpg
6396,ends abruptly street has no sidewalks,./data/final_images/6396.jpg
6397,cracks,./data/final_images/6397.jpg
6398,points into traffic,./data/final_images/6398.jpg
6399,street has no sidewalks,./data/final_images/6399.jpg
6400,not level with street,./data/final_images/6400.jpg
6401,unclear if needed,./data/final_images/6401.jpg
6402,street has no sidewalks,./data/final_images/6402.jpg
6403,street has no sidewalks,./data/final_images/6403.jpg
6404,sand gravel,./data/final_images/6404.jpg
6405,bumpy grass,./data/final_images/6405.jpg
6406,ends abruptly street has a sidewalk,./data/final_images/6406.jpg
6407,bumpy cracks uneven slanted,./data/final_images/6407.jpg
6408,bumpy cracks grass,./data/final_images/6408.jpg
6409,ends abruptly street has a sidewalk,./data/final_images/6409.jpg
6410,brick cobblestone bumpy cracks,./data/final_images/6410.jpg
6411,bumpy cracks uneven slanted very broken,./data/final_images/6411.jpg
6412,missing tactile warning surface problem,./data/final_images/6412.jpg
6413,missing tactile warning surface problem,./data/final_images/6413.jpg
6414,missing tactile warning not level with street,./data/final_images/6414.jpg
6415,missing tactile warning not level with street surface problem,./data/final_images/6415.jpg
6416,bumpy cracks grass,./data/final_images/6416.jpg
6417,bumpy cracks grass,./data/final_images/6417.jpg
6418,missing tactile warning,./data/final_images/6418.jpg
6419,missing tactile warning,./data/final_images/6419.jpg
6420,missing tactile warning surface problem,./data/final_images/6420.jpg
6421,missing tactile warning surface problem,./data/final_images/6421.jpg
6422,grass,./data/final_images/6422.jpg
6423,bumpy cracks grass,./data/final_images/6423.jpg
6424,bumpy cracks grass,./data/final_images/6424.jpg
6425,bumpy grass,./data/final_images/6425.jpg
6426,very small section where it cuts off ends abruptly,./data/final_images/6426.jpg
6427,bumpy cracks grass,./data/final_images/6427.jpg
6428,bumpy cracks grass,./data/final_images/6428.jpg
6429,bumpy cracks grass very broken,./data/final_images/6429.jpg
6430,bumpy cracks grass very broken,./data/final_images/6430.jpg
6431,missing tactile warning narrow surface problem,./data/final_images/6431.jpg
6432,missing tactile warning surface problem,./data/final_images/6432.jpg
6433,missing tactile warning surface problem,./data/final_images/6433.jpg
6434,missing tactile warning,./data/final_images/6434.jpg
6435,bumpy cracks,./data/final_images/6435.jpg
6436,bumpy cracks,./data/final_images/6436.jpg
6437,bumpy cracks grass,./data/final_images/6437.jpg
6438,vegetation,./data/final_images/6438.jpg
6439,missing tactile warning not level with street,./data/final_images/6439.jpg
6440,missing tactile warning not level with street,./data/final_images/6440.jpg
6441,alternate route present,./data/final_images/6441.jpg
6442,missing tactile warning,./data/final_images/6442.jpg
6443,sidewalk ends abruptly can pose an issue ends abruptly gravel dirt road,./data/final_images/6443.jpg
6444,ends abruptly,./data/final_images/6444.jpg
6445,ends abruptly gravel dirt road,./data/final_images/6445.jpg
6446,bumpy cracks uneven slanted very broken,./data/final_images/6446.jpg
6447,street has no sidewalks,./data/final_images/6447.jpg
6448,cracks grass uneven slanted,./data/final_images/6448.jpg
6449,cracks grass narrow sidewalk,./data/final_images/6449.jpg
6450,ends abruptly street has no sidewalks,./data/final_images/6450.jpg
6451,missing tactile warning,./data/final_images/6451.jpg
6452,narrow points into traffic,./data/final_images/6452.jpg
6453,ends abruptly street has no sidewalks,./data/final_images/6453.jpg
6454,street has no sidewalks,./data/final_images/6454.jpg
6455,no alternate route,./data/final_images/6455.jpg
6456,narrow sidewalk sand gravel,./data/final_images/6456.jpg
6457,gravel dirt road street has no sidewalks,./data/final_images/6457.jpg
6458,shared pedestrian car space street has no sidewalks,./data/final_images/6458.jpg
6459,debris pooled water steep,./data/final_images/6459.jpg
6460,debris pooled water,./data/final_images/6460.jpg
6461,bumpy grass narrow sidewalk,./data/final_images/6461.jpg
6462,missing tactile warning surface problem,./data/final_images/6462.jpg
6463,missing tactile warning surface problem,./data/final_images/6463.jpg
6464,missing tactile warning surface problem narrow,./data/final_images/6464.jpg
6465,missing tactile warning surface problem,./data/final_images/6465.jpg
6466,ends abruptly,./data/final_images/6466.jpg
6467,grass,./data/final_images/6467.jpg
6468,vegetation,./data/final_images/6468.jpg
6469,ends abruptly,./data/final_images/6469.jpg
6470,ends abruptly,./data/final_images/6470.jpg
6471,bumpy uneven slanted,./data/final_images/6471.jpg
6472,vegetation,./data/final_images/6472.jpg
6473,vegetation,./data/final_images/6473.jpg
6474,bumpy cracks grass very broken,./data/final_images/6474.jpg
6475,cracks grass,./data/final_images/6475.jpg
6476,street has no sidewalks,./data/final_images/6476.jpg
6477,not enough landing space surface problem,./data/final_images/6477.jpg
6478,surface problem,./data/final_images/6478.jpg
6479,not enough landing space surface problem,./data/final_images/6479.jpg
6480,not enough landing space surface problem,./data/final_images/6480.jpg
6481,cracks grass narrow sidewalk,./data/final_images/6481.jpg
6482,grass narrow sidewalk,./data/final_images/6482.jpg
6483,surface problem,./data/final_images/6483.jpg
6484,surface problem,./data/final_images/6484.jpg
6485,surface problem,./data/final_images/6485.jpg
6486,surface problem,./data/final_images/6486.jpg
6487,bumpy cracks grass uneven slanted,./data/final_images/6487.jpg
6488,grass,./data/final_images/6488.jpg
6489,cracks,./data/final_images/6489.jpg
6490,grass,./data/final_images/6490.jpg
6491,bumpy cracks grass,./data/final_images/6491.jpg
6492,narrow,./data/final_images/6492.jpg
6493,narrow surface problem,./data/final_images/6493.jpg
6494,surface problem,./data/final_images/6494.jpg
6495,surface problem,./data/final_images/6495.jpg
6496,surface problem,./data/final_images/6496.jpg
6497,grass,./data/final_images/6497.jpg
6498,grass narrow sidewalk,./data/final_images/6498.jpg
6499,too narrow,./data/final_images/6499.jpg
6500,grass,./data/final_images/6500.jpg
6501,cracks,./data/final_images/6501.jpg
6502,grass narrow sidewalk,./data/final_images/6502.jpg
6503,bumpy narrow sidewalk,./data/final_images/6503.jpg
6504,trash recycling can,./data/final_images/6504.jpg
6505,narrow sidewalk,./data/final_images/6505.jpg
6506,bumpy cracks grass,./data/final_images/6506.jpg
6507,ends abruptly,./data/final_images/6507.jpg
6508,ends abruptly,./data/final_images/6508.jpg
6509,parked car,./data/final_images/6509.jpg
6510,sand gravel,./data/final_images/6510.jpg
6511,bumpy cracks very broken,./data/final_images/6511.jpg
6512,parked car,./data/final_images/6512.jpg
6513,bumpy cracks,./data/final_images/6513.jpg
6514,no alternate route,./data/final_images/6514.jpg
6515,ends abruptly,./data/final_images/6515.jpg
6516,narrow sidewalk,./data/final_images/6516.jpg
6517,pole,./data/final_images/6517.jpg
6518,vegetation,./data/final_images/6518.jpg
6519,vegetation,./data/final_images/6519.jpg
6520,surface problem,./data/final_images/6520.jpg
6521,grass,./data/final_images/6521.jpg
6522,grass,./data/final_images/6522.jpg
6523,missing tactile warning,./data/final_images/6523.jpg
6524,height difference,./data/final_images/6524.jpg
6525,parked car,./data/final_images/6525.jpg
6526,ends abruptly street has no sidewalks,./data/final_images/6526.jpg
6527,bumpy cracks narrow sidewalk,./data/final_images/6527.jpg
6528,missing tactile warning,./data/final_images/6528.jpg
6529,tree,./data/final_images/6529.jpg
6530,missing tactile warning surface problem,./data/final_images/6530.jpg
6531,parked car,./data/final_images/6531.jpg
6532,street has no sidewalks,./data/final_images/6532.jpg
6533,parked car,./data/final_images/6533.jpg
6534,parked car,./data/final_images/6534.jpg
6535,pole,./data/final_images/6535.jpg
6536,street has no sidewalks,./data/final_images/6536.jpg
6537,bumpy grass,./data/final_images/6537.jpg
6538,ends abruptly,./data/final_images/6538.jpg
6539,pole,./data/final_images/6539.jpg
6540,street has no sidewalks,./data/final_images/6540.jpg
6541,grass,./data/final_images/6541.jpg
6542,ends abruptly street has no sidewalks,./data/final_images/6542.jpg
6543,street has no sidewalks,./data/final_images/6543.jpg
6544,ends abruptly,./data/final_images/6544.jpg
6545,bumpy cracks uneven slanted very broken,./data/final_images/6545.jpg
6546,cracks uneven slanted,./data/final_images/6546.jpg
6547,not enough landing space points into traffic surface problem,./data/final_images/6547.jpg
6548,street has no sidewalks,./data/final_images/6548.jpg
6549,bumpy cracks sand gravel,./data/final_images/6549.jpg
6550,narrow not enough landing space,./data/final_images/6550.jpg
6551,cracks grass,./data/final_images/6551.jpg
6552,pole,./data/final_images/6552.jpg
6553,ends abruptly,./data/final_images/6553.jpg
6554,street has a sidewalk,./data/final_images/6554.jpg
6555,parked car,./data/final_images/6555.jpg
6556,grass,./data/final_images/6556.jpg
6557,missing tactile warning surface problem,./data/final_images/6557.jpg
6558,missing tactile warning surface problem,./data/final_images/6558.jpg
6559,steep surface problem,./data/final_images/6559.jpg
6560,ends abruptly shared pedestrian car space,./data/final_images/6560.jpg
6561,cracks grass,./data/final_images/6561.jpg
6562,street has no sidewalks,./data/final_images/6562.jpg
6563,no alternate route,./data/final_images/6563.jpg
6564,ends abruptly,./data/final_images/6564.jpg
6565,gravel dirt road,./data/final_images/6565.jpg
6566,ends abruptly,./data/final_images/6566.jpg
6567,cracks grass,./data/final_images/6567.jpg
6568,no alternate route,./data/final_images/6568.jpg
6569,ends abruptly,./data/final_images/6569.jpg
6570,missing tactile warning,./data/final_images/6570.jpg
6571,street has a sidewalk,./data/final_images/6571.jpg
6572,vegetation,./data/final_images/6572.jpg
6573,grass,./data/final_images/6573.jpg
6574,grass,./data/final_images/6574.jpg
6575,ends abruptly street has a sidewalk,./data/final_images/6575.jpg
6576,bumpy cracks,./data/final_images/6576.jpg
6577,cracks narrow sidewalk,./data/final_images/6577.jpg
6578,points into traffic,./data/final_images/6578.jpg
6579,not level with street,./data/final_images/6579.jpg
6580,height difference uneven slanted,./data/final_images/6580.jpg
6581,vegetation,./data/final_images/6581.jpg
6582,grass,./data/final_images/6582.jpg
6583,grass,./data/final_images/6583.jpg
6584,cracks grass narrow sidewalk,./data/final_images/6584.jpg
6585,not enough landing space surface problem,./data/final_images/6585.jpg
6586,grass,./data/final_images/6586.jpg
6587,surface problem,./data/final_images/6587.jpg
6588,surface problem,./data/final_images/6588.jpg
6589,surface problem,./data/final_images/6589.jpg
6590,alternate route present,./data/final_images/6590.jpg
6591,surface problem,./data/final_images/6591.jpg
6592,ends abruptly,./data/final_images/6592.jpg
6593,ends abruptly street has a sidewalk,./data/final_images/6593.jpg
6594,surface problem,./data/final_images/6594.jpg
6595,ends abruptly street has a sidewalk,./data/final_images/6595.jpg
6596,ends abruptly,./data/final_images/6596.jpg
6597,side walk ends ends abruptly,./data/final_images/6597.jpg
6598,parked car,./data/final_images/6598.jpg
6599,not level with street surface problem,./data/final_images/6599.jpg
6600,narrow not level with street surface problem,./data/final_images/6600.jpg
6601,grass,./data/final_images/6601.jpg
6602,ends abruptly,./data/final_images/6602.jpg
6603,vegetation,./data/final_images/6603.jpg
6604,gravel dirt road street has no sidewalks,./data/final_images/6604.jpg
6605,surface problem,./data/final_images/6605.jpg
6606,street has no sidewalks,./data/final_images/6606.jpg
6607,street has a sidewalk,./data/final_images/6607.jpg
6608,litter garbage pole,./data/final_images/6608.jpg
6609,ends abruptly gravel dirt road street has no sidewalks,./data/final_images/6609.jpg
6610,grass narrow sidewalk,./data/final_images/6610.jpg
6611,ends abruptly,./data/final_images/6611.jpg
6612,narrow points into traffic,./data/final_images/6612.jpg
6613,grass narrow sidewalk,./data/final_images/6613.jpg
6614,ends abruptly street has no sidewalks,./data/final_images/6614.jpg
6615,ends abruptly street has a sidewalk,./data/final_images/6615.jpg
6616,alternate route present,./data/final_images/6616.jpg
6617,cracks grass sand gravel,./data/final_images/6617.jpg
6618,missing tactile warning,./data/final_images/6618.jpg
6619,cracks grass narrow sidewalk,./data/final_images/6619.jpg
6620,grass,./data/final_images/6620.jpg
6621,grass,./data/final_images/6621.jpg
6622,no buton,./data/final_images/6622.jpg
6623,cracks,./data/final_images/6623.jpg
6624,street has no sidewalks,./data/final_images/6624.jpg
6625,narrow vegetation,./data/final_images/6625.jpg
6626,ends abruptly street has no sidewalks,./data/final_images/6626.jpg
6627,no alternate route,./data/final_images/6627.jpg
6628,grass,./data/final_images/6628.jpg
6629,cracks grass narrow sidewalk,./data/final_images/6629.jpg
6630,cracks grass narrow sidewalk,./data/final_images/6630.jpg
6631,grass,./data/final_images/6631.jpg
6632,narrow,./data/final_images/6632.jpg
6633,pole,./data/final_images/6633.jpg
6634,narrow,./data/final_images/6634.jpg
6635,grass,./data/final_images/6635.jpg
6636,surface problem,./data/final_images/6636.jpg
6637,litter garbage,./data/final_images/6637.jpg
6638,cracks grass narrow sidewalk,./data/final_images/6638.jpg
6639,grass narrow sidewalk,./data/final_images/6639.jpg
6640,grass,./data/final_images/6640.jpg
6641,bumpy cracks grass,./data/final_images/6641.jpg
6642,cracks grass,./data/final_images/6642.jpg
6643,cracks grass,./data/final_images/6643.jpg
6644,narrow not level with street,./data/final_images/6644.jpg
6645,narrow not level with street,./data/final_images/6645.jpg
6646,not level with street,./data/final_images/6646.jpg
6647,trash recycling can,./data/final_images/6647.jpg
6648,litter garbage,./data/final_images/6648.jpg
6649,grass,./data/final_images/6649.jpg
6650,grass narrow sidewalk,./data/final_images/6650.jpg
6651,surface problem,./data/final_images/6651.jpg
6652,surface problem,./data/final_images/6652.jpg
6653,missing tactile warning surface problem,./data/final_images/6653.jpg
6654,missing tactile warning surface problem,./data/final_images/6654.jpg
6655,surface problem,./data/final_images/6655.jpg
6656,parked car,./data/final_images/6656.jpg
6657,street has a sidewalk,./data/final_images/6657.jpg
6658,missing tactile warning surface problem,./data/final_images/6658.jpg
6659,vegetation,./data/final_images/6659.jpg
6660,shared pedestrian car space,./data/final_images/6660.jpg
6661,grass,./data/final_images/6661.jpg
6662,vegetation,./data/final_images/6662.jpg
6663,vegetation,./data/final_images/6663.jpg
6664,vegetation,./data/final_images/6664.jpg
6665,vegetation,./data/final_images/6665.jpg
6666,grass narrow sidewalk,./data/final_images/6666.jpg
6667,no alternate route,./data/final_images/6667.jpg
6668,missing tactile warning surface problem,./data/final_images/6668.jpg
6669,missing tactile warning surface problem,./data/final_images/6669.jpg
6670,missing tactile warning,./data/final_images/6670.jpg
6671,missing tactile warning surface problem,./data/final_images/6671.jpg
6672,missing tactile warning surface problem,./data/final_images/6672.jpg
6673,narrow vegetation,./data/final_images/6673.jpg
6674,street has no sidewalks,./data/final_images/6674.jpg
6675,street has no sidewalks,./data/final_images/6675.jpg
6676,street has no sidewalks,./data/final_images/6676.jpg
6677,street has no sidewalks,./data/final_images/6677.jpg
6678,street has no sidewalks,./data/final_images/6678.jpg
6679,street has no sidewalks,./data/final_images/6679.jpg
6680,street has no sidewalks,./data/final_images/6680.jpg
6681,street has no sidewalks,./data/final_images/6681.jpg
6682,street has no sidewalks,./data/final_images/6682.jpg
6683,street has no sidewalks,./data/final_images/6683.jpg
6684,street has no sidewalks,./data/final_images/6684.jpg
6685,tree,./data/final_images/6685.jpg
6686,height difference uneven slanted,./data/final_images/6686.jpg
6687,vegetation,./data/final_images/6687.jpg
6688,cracks grass,./data/final_images/6688.jpg
