image_paths,text
SK-A-2141.jpg,"Portrait of Jean Bernard, Amsterdam collector and painter. Bust, sitting in a chair to the left, with a high black hat on the head."
SK-A-152.jpg,Cityscape with a stone bridge over a canal with trees on either side. A woman walks down the stairs to the water. On the pier of the bridge are the remains of a sculpture of a standing figure. On the right a walking man with dog. Pendant of SK-A-153.
SK-A-367.jpg,"Portrait of William III (1650-1702), Prince of Orange, stadtholder and king of England since 1689. Bust in armor by a burning candle."
SK-A-3003.jpg,"Study of a pied cow, standing by a pole in a meadow."
SK-A-4296.jpg,"Portrait of William III (1650-1702), Prince of Orange. King of England since 1689. Bust, facing front, in royal regalia. He wears the chain of the Order of the Garter around his neck. Part of the portrait miniatures collection."
SK-A-4202.jpg,"Turbulent sea with sailing ships, in the foreground a fishing ship with the sign P5 on the sail, in the distance a two-masted. A landing jetty on the right."
SK-A-342.jpg,"Mary with child, on the left the little John the Baptist and Saint Catherine offering a plate of fruit. In the background on the left is Joseph, on the right is a lamb. In heaven angels on clouds with flower wreaths."
SK-A-3749.jpg,"Portrait of a man, presumably Christoffel van Gangelt, second husband of Lucretia Boudaen. Kneepad, standing, with right hand on the side. Pendant of SK-A-3750."
SK-C-167.jpg,"Study of an old woman reading, seated in a chair. To the left is a table with glasses on it."
SK-A-3413.jpg,"Portrait of Pope Julius III (1478-1555). Kneepad, sitting in an armchair, to the left. Based on the portrait of Pope Paul III by Sebastiano del Piombo in the Galleria Spada."
SK-A-3091.jpg,View of the market stalls on the Grand Sablon (Grand Sablon) in Brussels.
SK-A-4581.jpg,"Portrait of Willem Jacobszoon van Heemskerck (1613-92). Poet and glass etcher. Bust in oval, to the left. Part of a collection of portraits of Dutch poets."
SK-A-4209.jpg,"The Spilpenning, scene from the third act, fifth scene, from the play of the same name by Thomas Asselijn: Johannas pivotal view is discovered by her husband Gerardus and her father Augustijn, who have dressed up as Polish Jewish merchants (Asselijn used in his text for them the derogatory term smousen). In a room with a frescoed ceiling, Johanna sits at a table full of curiosities, Chinese porcelain, figurines and rolls of textiles. On the chair on the left is a ring-tailed lemur, on the right a cat has crawled under the cupboard."
SK-A-1697.jpg,"The evangelist Mark, half-figure writing in a book. On the right a lion, on the left a bookcase. Pendant of SK-A-1696."
SK-A-742.jpg,"View of Olinda in Brazil. On the left on a hill a group of people near the ruins of the church. In the foreground tropical plants, fruits and animals (armadillo, monkey, sloth, anteater, lizard)."
SK-A-4582.jpg,"Portrait of Bonaventura Peeters I (1614-52). Painter. Bust in oval, to the left. Part of a collection of portraits of Dutch poets."
SK-A-2213.jpg,"Still life of flowers, fruits and crockery by a fountain with a putto on a dolphin, between columns. Bottom left two hares, a cauliflower and a gourd, grapes, corn, apricots, apples and currants. On the right a golden lamp set and a monkey (meerkat). Among the fruits are all kinds of birds, butterflies and other insects."
SK-C-6.jpg,"De Staalmeesters: the college of samplers (waardijns) of the Amsterdam cloth makers guild, gathered around a table on which a Persian cloth is laid, on the table the open sample book. Presented are (from left to right): Jacob van Loon (1595-1674), Volckert Jansz (1605/10-81), Willem van Doeyenburg (ca. 1616-87), the servant Frans Hendricksz Bel (1629-1701), Aernout van der Mye (c. 1625-81) and Jochem de Neve (1629-81). Right above the fireplace a painting with a burning beacon."
SK-A-2512.jpg,"Portrait of a man. Half-length, sitting in front of a balustrade, in the background a landscape."
SK-A-4225.jpg,"Self-portrait of Cornelis Troost, bust in a painted oval frame, left hand tucked into the waistcoat. A curtain partly hangs over the portrait; in front on a pedestal are a palette with paint and brushes and a drawing on blue paper."
SK-A-1518.jpg,Night fire in a village. The villagers empty a house that is on fire.
SK-A-3005.jpg,"Summer Day or The Pumping Station. Landscape with a river leading to a watermill, on the left bank is a rowing boat, on the right meadows."
SK-A-588.jpg,"Portrait of a woman, supposedly Theodora de Visscher, wife of Jacob Rijswijk. Half-length in an oval, to the left, top left the family coat of arms."
SK-A-1834.jpg,"The young painter. Interior with a boy sitting in a chair studying a drawing on an easel. A portfolio of drawings is leaning against the chair, a female bust in the windowsill. A room divider in the background."
SK-A-444.jpg,Hilly landscape with a high road with a man on horseback. In the foreground grazing sheep and resting shepherd and shepherdess in the grass.
SK-A-3953.jpg,"Portrait of Ambrogio Spinola, Commander in Chief of the Spanish troops in the Southern Netherlands. Hip piece, standing in armor near a table on which the helmet with plumes is standing. Command staff in the right hand, the left hand on the hilt of his sword. On a chain around the neck the emblem of the Order of the Golden Fleece."
BK-14656-310.jpg,"Painting depicting a girl with a flower basket, on ivory. The girl is dressed in a blue dress with a bodice (yellow ribbon), white apron and white sleeves and a white headscarf on gray blond hair. In the basket multicolored flowers. On the right in the background a cloudy sky above the ground, on the left bushes. Set in an oval frame in neo-classical style metal with pearl and ribbed edging, topped by a bow."
SK-A-2595.jpg,"Crucifixion. Christ on the cross with Mary on the left, John and Mary Magdalene on the right kneeling at the foot of the cross. In the foreground a kneeling cupbearer: a cleric with a bishops staff."
SK-A-4449.jpg,"Portrait of a child, kept for Frederica Louisa Wilhelmina (1770-1819), princess of Orange-Nassau. Daughter of Prince Willem V. Full-length, sitting on a cushion, flowers in her lap. Part of the portrait miniatures collection."
SK-A-1700.jpg,Portrait of a man at the age of 38. Bust to the right.
SK-A-1993.jpg,"Portrait of Rudolph van Buynou, drost van Stavoren and grietman van Gaasterland, presumably posthumous. Knee piece, left hand on the hilt of a sword. Two weapons in the background. Pendant of SK-A-1994."
SK-A-1947.jpg,"Naval battle in Vigo Bay, October 23, 1702. Episode from the War of the Spanish Succession. Raid of the combined English and Dutch fleets, in the foreground, on the Spanish-French fleet. The bay is full of warships and dinghies, cannons firing at the ships from the shore."
SK-A-1845.jpg,"Jan Blanken (1755-1838) is dressed in the uniform of the Inspector General of Water Management. He carries the insignia belonging to (from left to right) the Order of the Red Eagle of Prussia, the Order of the Dutch Lion and the Order of the Legion of Honour. The Willemssluizen in Amsterdam are probably depicted in the background. The Willemssluizen are the entrance to the Noord-Hollands Kanaal, which was completed in 1824 and was one of the most famous works of the hydraulic engineer Blanken. The locks were named after the client, King William I."
SK-C-261.jpg,"Fishing boats on calm water. At a jetty on the left, a fisherman in a rowboat holds up a fish."
SK-A-1990.jpg,"The Rest on the Flight into Egypt. The holy family has found shelter in a farmhouse. Maria sits on the floor against a chicken coop and stirs in a bowl, in the background a farmer by the fireplace."
SK-A-605.jpg,"The Battle of the Boyne (Ireland) between the armies of James II and William III, July 12, 1690. A battle between horsemen takes place in the center. Dead soldiers and horses lie on the ground."
SK-A-1169.jpg,"A construction farm in Gelderland. In front of a farm a girl is milking a cow, in the foreground are a few sheep."
SK-A-1384.jpg,"The failed attack by the English on the return fleet commanded by Pieter de Bitter in the harbor of Bergen (Norway), 12 August 1665: episode from the Second Anglo-Dutch War (1665-67). The Dutch warships are anchored in the Norwegian harbour, between ships also some sloops."
SK-A-4476.jpg,View of the island of Banda Neira with the establishment of the Dutch East India Company. A Dutch ship sails off the coast.
SK-A-2373.jpg,"Witches Sabbath. Fantasy landscape with antique buildings and ruins in between which are all kinds of monsters and monstrosities. Also, devils and witches fly through the air. On the right a fountain, in the middle an obelisk and a statue of a fat devil sitting on a globe, on the left an open structure in which a company sits around a table below and monsters are boiling in a large cauldron above."
SK-A-3968.jpg,"Landscape with an elevation where a path leads through a group of large gnarled trees. A few figures on the road, on the left a view into a valley."
SK-A-4152.jpg,"The Peace exhorts the churches to tolerance. Calvin is seated in an interior (with a roast calf). The Pope (with a bowl of porridge and two cats on his lap) and Martin Luther (playing a lute) are arguing at the table. On the right, the Anabaptist dips his bread in the cover by the hearth. On the left is the female personification of Peace with an olive branch in hand. Two paintings on the wall. Right above the dresser Love (Caritas) with her children; on the back wall, Justice is put on a pedestal by Justice while Rage is expelled."
SK-A-3266.jpg,Portrait of a boy sitting on a chair.
SK-A-1431.jpg,"Rebecca receives gifts from Abrahams servant. Rebecca is sitting on a platform on the right, under a curtain. The servant kneels before her and shows jewelry. On the floor is a leather bag with more jewelry and gifts. On the left a kneeling black boy with a dog."
SK-A-2835.jpg,Tree-filled landscape with a view of a village. Travelers and shepherds go on a country road. On the right a farm with a well.
SK-A-691.jpg,"Swedish landscape, left a watermill, right foreground travelers on a country road. In the distance the buildings of a village."
SK-A-1153.jpg,"Fantasized cityscape, inspired by the Kolksluis in Amsterdam. Several boats are sailing on the water, on the right women are washing in the water."
SK-A-2826.jpg,"In a stone niche is a still life of vegetables (green cabbage, turnips and carrots) and a shot mallard duck. Red cap, a monkey with a jacket on and a red hat on the head, sniffs in between."
SK-A-2631.jpg,"Silhouette portrait of a woman. Bust to the left, wearing a headdress with a cloth and flowers. Part of the portrait miniatures collection."
SK-A-2236.jpg,"Portrait of the painter Willem van de Velde II. The painter is portrayed sitting in a chair in front of a curtain, turned towards the viewer, holding a drawing of a naval battle in his left hand. With his right hand he points to his signature on the drawing."
SK-A-2668.jpg,"Portrait of Theodoor Netscher, the eldest son of the painter. Bust, head to the left, with a large bow around the neck."
SK-A-1881.jpg,Still life with flowers. Bouquet with hollyhocks in a pot standing on a table.
SK-A-4973.jpg,"The elderly woman is seated, turned to the right, in an armchair. She wears a black widows cap, holds a prayer book in one hand and a handkerchief in the other. She wears a white mill collar and a black suit, of which her robe is trimmed with fur. The red curtain, draped to the left of her head, shows a glimpse of a blue sky. To the right is a wall with a niche and an old grieving herme in the background. This motif and the blooming tulip in the niche confirm the status of the subject as a widow. The tulip points to transience. She was the widow of Bartholomeus Le Witer, who must have died between April 3, 1612 and January 15, 1613 and to whom she was married in 1587. Magdalena de Cuyper continued her husbands silk trade after his death. The portrait of the sitters son, Rogier Le Witer (SK-A-4971) and his wife Catharina Behaghel (SK-A-4972) belong to the same ensemble."
SK-A-853.jpg,"Family portrait. A man and woman sitting on a terrace, a bowl of fruit on their lap, behind them is the daughter. The work has been badly damaged."
SK-A-4826.jpg,"Allegorical female figure. The woman is sitting with partly bare bosom on stones by a tree on the bank of a stream. She strokes the dog on the left, in the right hand she holds a shell (to drink water?). Maybe Granida?"
SK-A-2188.jpg,"Portrait of Anna de Hooghe, the fourth wife of the painter Ludolf Bakhuysen, at an advanced age. She sits on a chair by a table and looks up from the book she was reading. She holds glasses in her right hand. At her feet a dog. An extinguished candle on the table. The portrait of her son Johannes Bakhuysen (SK-A-2189) hangs on the wall."
SK-A-317.jpg,"Orpheus and the animals. In a landscape at the edge of a forest, Orpheus plays his harp. Around him numerous animals: elephant, horse, camel, deer, unicorn, lizard, monkey, wolf, wild boar, hare, goat, cow, lion, bear, moose, donkey and dog."
SK-A-3109.jpg,"Self-portrait of Willem Hendrik Schmidt (1809-49), standing with brush in hand in front of a canvas, a painters stick over the left shoulder."
SK-A-2100.jpg,"Portrait of Maurits, Prince of Orange. Bust to the right. Pendant of SK-A-2101."
SK-A-302.jpg,The happy farmer. A smiling man with an earthenware jug in his hands.
SK-A-4559.jpg,Portrait of Theodorus Velius (1572-1630). Writer of the Chronicle of Hoorn. Bust in oval to the left. Part of a collection of portraits of Dutch poets.
SK-A-638.jpg,"Portrait of Johanna van Rijswijk, wife of Jan Hendrik van Rijswijk. Standing, half-length, a fan in the left hand. Pendant of SK-A-637."
SK-A-946.jpg,Portrait of a rabbi sitting behind a table with an open book on a stand. Copy after the original by Rembrandt in the Glasgow Art Gallery.
SK-A-3080.jpg,"In a landscape, a herd of sheep grazes under three trees."
SK-A-4816.jpg,"Silhouette portrait of Arthur Wellesley, Duke of Wellington (1769-1852). Bust, in profile to the left. Part of the portrait miniatures collection."
SK-A-1312.jpg,"Portrait of Gerard Ottsz Hinloopen (1603/04-46). Knee piece, standing to the right, the hat in the left hand, the right hand on the side. Top right is the family coat of arms."
SK-A-1817.jpg,Landscape at the edge of a forest at sunset. In the foreground a small lake surrounded by stones.
SK-A-4790.jpg,"Portrait of a man. Half way, to the left. In the background a landscape and a column. Part of the portrait miniatures collection."
SK-A-3412.jpg,"The fruit girl. A young woman sells apples from a basket, on the left a boy bites an apple."
SK-A-1338.jpg,"The lute player. Man with a lute, sitting at a table where an oil lamp is lit."
SK-A-4238.jpg,"Portrait of Willem George Frederik (1774-99), Prince of Orange-Nassau. Youngest son of Prince Willem V. Bust, in profile to the right. After the portrait SK-A-4361 by Henrik Ploetz and Christian Hornemann. Part of the portrait miniatures collection."
SK-A-327.jpg,"Portrait of a woman. Bust, slightly to the left. Top left the family coat of arms. Pendant of SK-A-326."
SK-A-4094.jpg,"Italian landscape with pine trees. Hilly landscape with a river in the distance, in the foreground on the right some women are busy with the laundry at a well."
SK-A-2086.jpg,Rocky coast with a waterfall that flows into a bay where some travelers with horses pass by. Several large ships on the water and a sloop coming inland.
BK-NM-1010-241.jpg,"Chimney piece in the nursery of a dolls house; depicting biblical story of Pharaohs daughter, accompanied by two ladies-in-waiting, who finds the baby Moses in a basket on the bank of the Nile. The scene takes place in a mountainous environment, with buildings in the background on the left."
SK-A-841.jpg,"Portrait of Paulus Cornelisz van Beresteyn, mayor of Delft. Kneepad standing next to a table, a folded letter in the right hand. In the background right the family coat of arms."
SK-A-2050.jpg,"A woman from the Albanian coast. Standing, full-length, in the outstretched left hand, she holds a bunch of flowers. A house in the background on the right."
SK-A-651.jpg,"Warrior with lance and shield. Semi-naked with a cloak over the shoulder, seen from the back."
SK-A-3780.jpg,"Portrait of Gustaaf Willem baron van Imhoff (1705-50). Governor General (1743-50). Standing, half-length, command staff in the right hand, the left hand in the side. Top left the family coat of arms. Copy after an original by Jan Maurits Quinkhard and Philip van Dijk from 1742. Part of a series of portraits of the governors-general of the former Dutch East Indies."
SK-A-2011.jpg,"A group of partying Turkish courtiers at a tent on the land amuse themselves with drinking and making love. In the foreground two guards, on the right a musician."
SK-A-4299.jpg,"Portrait of Anne Stuart (1665-1714), Queen of England. Wife of George of Denmark. Bust, facing. After the portrait by Kneller from 1703. Part of the collection of portrait miniatures."
SK-A-1104.jpg,"Still life with loot and a Greek stela: allegory of autumn. On the marble plinth are a shotgun, a hunting horn, a dead hare and hunting attributes. Behind it a shell, various plants and flowers and dead birds, including two pheasants. On the left a relief with a huntress. At the bottom a bronze frieze with a relief of hunting putti."
SK-A-1613.jpg,"Portrait of Dr. Cornelis Hendrik à Roy, physician and biographer. Seated, half-length with the right hand, in which glasses, lying on an open book."
SK-A-1507.jpg,"An old farmhouse located under trees on the water. A woman is standing behind the lower door, a man is sailing in a rowboat near the house."
SK-A-1826.jpg,View in the Harz Mountains. Mountain landscape with two women on a road along a stream. To the right shrubs and trees.
SK-A-839.jpg,"Portrait of Cornelia Teding van Berkhout, wife of Maerten Harpertsz Tromp. Kneepad, standing, with jewels on the chest, left a fountain in the shape of a peacock. Pendant of SK-A-838."
SK-A-4854-A.jpg,Wall painting opposite the mantelpiece. From a series of ten wall paintings with Arcadian landscapes in the room on the garden side on the main floor of the 524 Herengracht house in Amsterdam.
SK-C-272.jpg,An army camp. Soldiers with horses in front of a tent decorated with banners and wreath in an army camp.
SK-A-4497.jpg,"Portrait of Cornelis Jansz Hartigsvelt (before 1586-1641), chosen in 1639. Bust in oval to the right. Part of a series of portraits of the directors of the Rotterdam Chamber of the Dutch East India Company, made for the Nieuw Oost-Indisch Huis from 1698 on the Boompjes in Rotterdam."
SK-C-381.jpg,"Officers and other gunmen of district III in Amsterdam led by captain Allaert Cloeck and lieutenant Lucas Jacobsz Rotgans. The other archers are: Claes Coeck Nanningsz (with banner), Jan Vogelensang, Gerrit Pietersz Schagen, Michiel Colijn, Hans Walschaert, Jan Kuysten, Adolf Fortenbeeck, Aris Hendrick Hallewat, Hendrick Colijn, Hademan van Laer, Dirck Pietersz Pers, Frederick Schulenborch, Thomas Jacobsz Hoingh and Julius van den Bergen."
SK-A-4828.jpg,"Moses, full-length, standing on the mountain with the tablets of the law in his hand. He points upwards with his right hand. Painted for the Provincial Court of Zeeland in Middelburg."
SK-A-4785.jpg,"Portrait of a woman. Bust, to the left. Part of the portrait miniatures collection."
SK-A-2323.jpg,"Portrait of François Villain de Gand, Baron van Rassenghem, Bishop of Tournai 1646-1666. Sitting in a chair by a table, a paper in the left hand. Top right the episcopal coat of arms."
SK-A-4499.jpg,"Portrait of Cornelis de Koningh (Cornelis Coninck), chosen in 1649. Bust in oval to the right. Part of a series of portraits of the directors of the Rotterdam Chamber of the Dutch East India Company, made for the Nieuw Oost-Indisch Huis from 1698 on the Boompjes in Rotterdam."
SK-A-5033.jpg,"Portrait of twenty-year-old Marten Soolmans standing full-length on a checkered tile floor in an undefined space. He is dressed in a precious black suit with a lace collar, bows, cuffs and garters, wears a black hat and shoes with rosettes. He holds a glove in his left hand."
SK-A-1202.jpg,Arcadian landscape with two figures kneeling in adoration near a statue of a man with a club on an altar in the woods. A herd of goats on the right.
SK-A-4254-9.jpg,"Part of nine-part room painting for Het Hoogerhuis in Randenbroek near Amersfoort, the country house of Jacob van Campen."
SK-A-4530.jpg,"Portrait of Jacques Specx (born 1588). Governor General (1629-32). Half way, to the left. Part of a series of copies after portraits of the governors-general of the former Dutch East Indies, probably from the Dutch East India Company. Copy to SK-A-3760."
SK-A-1693.jpg,"Portrait of a woman, presumably a member of the van Citters family. Kneepad, sitting."
SK-A-3874.jpg,"Portrait of a woman. Half way, slightly to the right. Part of the portrait miniatures collection."
SK-A-1487.jpg,"Still life with a haddock, a grunt and some mussels lying on a wooden table."
SK-C-226.jpg,"The explosion on the Scheldt off Antwerp of gunboat no. 2 under the command of Jan van Speijk, February 5, 1831. In the background the profile of the city of Antwerp."
SK-A-1952.jpg,"Portrait of Hendrik van Demmeltraadt or Demmelstraadt, half-length, sitting with one hand leaning on a walking stick, a velvet beret on his head."
SK-A-4805.jpg,"Portrait of a man. Hip piece, standing with right hand on chest, left hand on side. Part of the portrait miniatures collection."
SK-C-1575.jpg,"Portrait of Gerrit Schnetzler. Bust to the right, facing the viewer."
SK-A-4331.jpg,"Portrait of a young man. Bust, slightly to the right. Part of the portrait miniatures collection."
SK-A-3117.jpg,"Ships after the battle. Battered Dutch warships and a captured English ship are calibrated in a harbour. On the left the Brederode, without galleon, on the right the Amalia."
SK-A-2601.jpg,"Performance titled Along Fields and Roads. An old woman, probably a fishmonger, helps push a dog cart along a barren country road. In the background meadows or fields. The woman has a hat on her head and a basket on her left arm."
SK-A-4059.jpg,"Portrait of Petronella de Lange, wife of Jonkheer Theodorus Frederik van Capellen. Bust in a black silk gown. On the head a turban-like headgear. Pendant of SK-A-4058."
NG-2008-5.jpg,Red leather box with oval portrait miniature of MS Schuster with on the back the initials of the sitter surrounded by a lock of hair and pearls. In leather case.
SK-A-2838.jpg,"The fishery. Grisaille with fishing putti. On the right a fountain with a putto, on the left two women. Pendant of SK-A-2837."
SK-A-2649.jpg,"Triptych with scenes from the life of Mary. On the central panel the Nativity of Mary, the Annunciation to Mary, the Visitation, the Nativity, the Adoration of the Magi and the Circumcision. On the inside of the left side panel Joachim with his flock, the rejection of Joachims sacrifice, the proclamation to Anna and the Meeting at the gate. On the inside of the right side panel Mary and Joseph with Christ between the scribes in the temple and the death of Mary, with the disciples. The outer sides of the side panels show eight scenes from the Passion of Christ. Left: The Flagellation, the Carrying of the Cross, the Betrayal and Christ before Pilate. Right: Christ on the Cross, Descent from the Cross, Entombment and Resurrection."
SK-A-3859.jpg,"Portrait of Diederik van Bleyswijk, lord of Eethen and Meeuwen, lord of Babiloniënbroek, mayor of Gorkum. Oval portrait, half-length, a snuff box in the left hand, a country house in the background. Pendant of SK-A-3860."
SK-A-1266.jpg,Portrait of Jan van de Poll and his son Harmen Hendrick. Busts behind a stone plinth with a basket of grapes and other fruits. Pendant of SK-A-1267.
SK-A-296.jpg,"Kitchen interior. A kitchen maid threads a chicken on a spit while a seated man with a pitcher watches. On the table to the left is more poultry, in front of the table on the floor and a pile of vegetables: cabbages, cauliflower, melons, cucumbers, gourds, onions and fruit. At the mans feet is a plate with pieces of meat. Bottom right some fish, a copper kettle and a pot. On a barrel are a jug and a glass."
SK-A-3956.jpg,"Head of a young woman. Bust in oval, facing. On the head a flat hat, around the neck a pearl necklace."
SK-C-1673.jpg,View of Haarlem.
SK-C-1475.jpg,"Portrait of Petrus Bliek (1706-97), Remonstrant minister in Amsterdam, with his wife Cornelia Drost (d. 1775). In an interior in front of a large window overlooking a canal. On the left, Cornelia is sitting on a chair at a table, fan and glove in the right hand, a book in the left hand. A dog at her feet. Peter stands to the right of the table, with his left hand he lifts his toga slightly. Two wall sconces with mirror on the wall."
SK-A-365.jpg,"Family portrait of the family of Dirck Bas Jacobsz, mayor of Amsterdam. In the middle is Dirck Bas Jacobsz (1569-1637) with his second wife Margriet Snoeck (1588-1645). The children are presented standing full-length (from left to right): Machteld Bas (d. 1681) with her husband Abraham de Visscher (1605-1667) and their son with a dog, Jacob Bas Dircksz (1609-1656), Agatha Bas (1611-1658), Claes Bas (1616-1635) and Lysbeth Bas (1619-1680). At the top right and top left are the family coats of arms with names."
SK-A-659.jpg,"Sophonisba kneels before Masinissa, king of Numidia (see also SK-A-658)."
SK-A-3031.jpg,Madonna with child. Mary and the Christ Child in front of a window overlooking the city with a moat. The child sits on a wooden bench and holds a string of beads in his hands. An open book and some fruits lie on a windowsill in front of Mary.
SK-A-2637.jpg,"Portrait of a Surinamese girl. Bust, to the left, facing the viewer. Part of the portrait miniatures collection."
SK-C-198.jpg,"The racehorse or trotter De Rot by Adriaan van der Hoop at the coach house with a blanket over its back. In the background a man with a carriage, on the left a bucket."
SK-A-4044.jpg,"View over a wide river. Landscape, seen from a high riverbank. On the left some sailing ships and a windmill. In the distance a castle between trees. Perhaps the painting is part of a larger work."
SK-A-3763.jpg,Portrait of Cornelis van der Lijn (1608?-79). Governor General (1645-50). Half way to the right. Part of a series of portraits of the governors-general of the former Dutch East Indies.
SK-A-3862.jpg,"Portrait of Catharina van Well, wife of Guilliaam van Bleyswijk. Standing, half-length, to the left. In the right hand a fan. She wears pearls around her neck, wrists and hair. Pendant of SK-A-3861."
SK-A-4216.jpg,Italian landscape with a group of three women in the foreground. In the middle plan a large villa in front of a pyramid and on the left a column with relief work. Part of a series of four paintings (SK-A-4213/4216) for the house of Jacob de Flines on the Herengracht in Amsterdam.
SK-A-4694.jpg,Two ladies sitting at a table look at an oval painting.
SK-A-4691.jpg,"Self-portrait of Rembrandt at a young age. Bust to the right, face in shadow, with curly hair."
SK-C-231.jpg,"Family scene. Interior with a family singing and drinking around a table. On the table a plate with a waffle, on the right a young man with a pipe. At the window a singing old woman and a boy with a flute. An old man holds up a rummer of wine. A mother has put her child on the table. In the foreground a young woman with a jug in her left hand."
SK-A-2333.jpg,Brazilian landscape with some natives on a road to a village. Pendant of SK-A-2334.
SK-A-2249.jpg,"Portrait of Machteld Muilman, the second wife of Jan Pranger. Sitting, full-length in a chair next to a table with a silver jug and fruit. In the right hand a cup of tea or coffee. On the right a view to another room, her paintings hang on the wall. Pendant of SK-A-2248."
SK-A-276.jpg,"A shepherdess, known as The Fair Shepherdess. Young woman as a shepherdess with bare breasts in an open dress, flowers in her hair and a shepherds staff."
SK-A-917.jpg,"Portrait of Lucretia del Prado, wife of Jeremias Boudinois. Hip piece, standing with hands loose against the skirt. On the back an inscription with the name and the number 40. Pendant of SK-A-916."
SK-A-253.jpg,"Portrait of William I, Prince of Orange, called Willem the Silent. Knees, standing, hands wrapped in cloak."
SK-A-3775.jpg,"Portrait of Diederik van Durven (1676-1740). Governor General (1729-30). Standing, half-length, at a table on which a helmet rests. In the right hand the command staff, top right the family coat of arms. Part of a series of portraits of the governors-general of the former Dutch East Indies."
SK-A-3476.jpg,"Portrait of Antoni Warin (1712-64), alderman of Amsterdam. Bust to the left. Anonymous copy after a pastel from 1763 in the Van Lynden collection."
SK-A-2580.jpg,"Performance entitled A fair beauty. Head of a woman, raised to the right, with mouth open."
SK-A-3436.jpg,"Abraham kneels before the three angels, Sarah on the left at the house. Based on a composition by Tiepolo. Pendant of SK-A-3435."
SK-C-623.jpg,"Gunnery piece of the Kloveniersdoelen with the corporalship of Captain Jacob Gerritsz Hoyngh and Lieutenant Nanningh Florisz Cloeck. Fourteen figures in two rows, the top one behind a balustrade. Down in the middle the ensign, other gunners with halberds."
SK-A-503.jpg,"Portrait of a young man playing on an inlaid virginal, facing the viewer. In the background an inkstand and books on a table."
SK-A-3904.jpg,"Portrait of Isaac van Rijneveld (1706-92), jeweler, partner of the trading house Jan van Rijneveld en Zoonen. Half-length, standing with the right hand on the side, the left hand tucked into the vest. In the right background a column. Pendant of SK-A-3905."
SK-A-4234.jpg,"Unidentified historical representation. In an interior, a group of distinguished men and women have gathered around a small table. Here a man hands a piece of clothing to a woman. Against the wall a bust of King William I."
SK-A-3027.jpg,"Glorification of commerce and science. Landscape with a ruin near a city on the coast. In the middle three children are busy with reading and writing, in front of them are piles of books and geometric instruments on the floor. To the left, two foxes are lurking at a group of monkeys engaged in alchemy. In the workspace to the left, a group of scientists bend around a table with a globe, against the wall is a bookcase. A clock hangs from a column at the entrance. In the foreground right, two monkeys sit with a group of objects that refer to fun and entertainment: musical instruments, playing cards, glasses with wine, a trick game, masks, swords, a music book and the torso of a statue. Comedians dancing in the background and audience gathered for a play staged outside a village. Mercurys chariot, drawn by four roosters, rides through the air. All kinds of birds fly in front of it, including a parrot and a cockatoo. A monkey scatters musical instruments, dice, masks, cards, etc. from the carriage."
SK-A-4028.jpg,"Portrait of Suzanna Maria Crommelin, wife of Egbert Johannes Koch since 1809. Half-length, a cap on the head, two chains around the neck."
BK-NM-10269.jpg,"Chimney of oak, partly gilded, consisting of two entablatures placed one above the other, supported by pilasters with Corinthian capitals. The frieze of the base is decorated with carvings. The front pocket of the bosom has a painted mantelpiece with a representation of Odysseus and Nausikaä within a carved frame. The carved work is made of lime wood."
SK-A-2885.jpg,An orchard with fruit trees in bloom.
SK-A-1848.jpg,"A ship on the high seas in a raging storm; performance known as The Gust of Wind. A three-masted ship on a high wave, on the left a smaller ship. Pendant of SK-C-244."
SK-A-2190.jpg,"Portrait of the painter Ludolf Bakhuysen II (1717-82), in the uniform of the Dragoons. Standing, full-length, in a landscape, in the left hand a whip."
SK-A-144.jpg,"Portrait of Maria Pietersdr de Leest, wife of Samuel van Lansbergen. Bust to the left. Pendant of SK-A-143."
SK-A-4306.jpg,"Portrait of a woman. Bust, to the left. Part of the portrait miniatures collection."
SK-A-1747-D.jpg,"Portrait of Maria, daughter of Cornelis Samuelsz. van Esch and Josina Jansdr. the Carpentier. Half-length, slightly to the left, gloves in right hand. Part of a series of seven oval portraits of Cornelis Samuelsz van Esch, his wife Josina Jansdr de Carpentier, their three daughters and two sons (SK-A-1747-A/G)."
SK-A-949.jpg,"Portrait of Frederika Sophia Wilhelmina of Prussia, wife of Prince William V. Seated, full-length. Pendant of SK-A-948."
SK-A-2282.jpg,View of the Noordermarkt in Amsterdam on a market day with many sellers and customers. To the market houses and trees.
SK-A-4773.jpg,"Portrait of Willem Fransz Overrijn van Schoterbosch (born ca. 1510). Half-length, standing with gloves in the right hand, the left hand on the hilt of his sword. Top left the family coat of arms. Perhaps a copy by Cornelis Engelsz. after an unknown original from ca. 1560. Belongs to a group of portraits: SK-A-4753 / SK-A-4754 / SK-A-4776 / SK-A-4772 / SK-A-4771 / SK-A-4756 / SK-A-4757 / SK-A-4773 / SK-A-4758 / SK-A-4759 / SK-A-4775 and SK-A-4774."
SK-A-1883.jpg,"Study of the head of an old fisherwoman, to the left wearing a white cap."
SK-A-945.jpg,Portrait of a young man in a fur hat. Bust.
SK-A-3291.jpg,Seated farmer with a pitcher and a pipe.
SK-A-570.jpg,"Portrait of Ernst Casimir, Count of Nassau-Dietz, Stadtholder of Friesland, Groningen and Drenthe. Standing full-length with the command staff in the right hand. On the left a table with a plumed helmet."
SK-A-2032.jpg,"Tchoadar, the ambassadors servant. Full length, standing in front of a stone wall."
